cultivar;quantidade_kg;categorias;ano;sem_definicao
Corvina;69.910;Viníferas;2023;
Croatina;-;Viníferas;2023;
Cinsaut;-;Viníferas;2023;
Dom Felder;-;Viníferas;2023;
Dolcetto;-;Viníferas;2023;
Durif;-;Viníferas;2023;
Egiodola;6.322.152;Viníferas;2023;
Ekigaina;2.202.348;Viníferas;2023;
Festival (Sugraone);-;Viníferas;2023;
Franconia;-;Viníferas;2023;
Freisa;-;Viníferas;2023;
Gamay St Romain;-;Viníferas;2023;
Gamay Beaujolais;5.375.879;Viníferas;2023;
Grand Noir;-;Viníferas;2023;
Grenache;1.715.870;Viníferas;2023;
Jaen;-;Viníferas;2023;
Lagrein;94.970;Viníferas;2023;
Lambrusco;3.221.972;Viníferas;2023;
Malbec;8.502.206;Viníferas;2023;
Marzemina;-;Viníferas;2023;
Merlot;494.356;Viníferas;2023;
Marselan;154.348;Viníferas;2023;
Molinera;569;Viníferas;2023;
Montepulciano;28.485;Viníferas;2023;
Moscato Bailey;3.541.181;Viníferas;2023;
Napa Gamay;-;Viníferas;2023;
Nebbiolo;254.738;Viníferas;2023;
Petit Verdot;277.189;Viníferas;2023;
Petite Sirah;198.152;Viníferas;2023;
Pinotage;1.281.674;Viníferas;2023;
Pinot Noir;6.184.345;Viníferas;2023;
Pinot Saint George;-;Viníferas;2023;
Piriquita;-;Viníferas;2023;
Rebo;15.912;Viníferas;2023;
Refosco;380;Viníferas;2023;
Rondinella;684.860;Viníferas;2023;
Ruby Cabernet;78.412;Viníferas;2023;
Sangiovese;3.324.793;Viníferas;2023;
Sira (falsa);-;Viníferas;2023;
Tannat;2.634.802;Viníferas;2023;
Tempranillo;968.038;Viníferas;2023;
Teroldego;717.757;Viníferas;2023;
Torrontes;-;Viníferas;2023;
Tinta Barroca;-;Viníferas;2023;
Touriga Francesa;-;Viníferas;2023;
Touriga Nacional;38.910;Viníferas;2023;
Tinta Madeira;-;Viníferas;2023;
Tintoria;-;Viníferas;2023;
Trincdeira;-;Viníferas;2023;
Trousseau;-;Viníferas;2023;
Zinfandel;-;Viníferas;2023;
Outras1;-;Viníferas;2023;
BRANCAS E ROSADAS;71.266.239;Viníferas;2023;
Aliatico;-;Viníferas;2023;
Aligote;-;Viníferas;2023;
Altesse;-;Viníferas;2023;
Alvarinho;242.238;Viníferas;2023;
Arriloba;-;Viníferas;2023;
Auxerrois;-;Viníferas;2023;
Burger;-;Viníferas;2023;
Chardonnay;4.200.465;Viníferas;2023;
Chasselas;-;Viníferas;2023;
Chenin Blanc;49.100;Viníferas;2023;
Clairette(1);-;Viníferas;2023;
Colombard;97.713;Viníferas;2023;
Flora;-;Viníferas;2023;
Garganega;439.160;Viníferas;2023;
Gewurztraminer;3.201.453;Viníferas;2023;
Gouveio;-;Viníferas;2023;
Gros Manseng;-;Viníferas;2023;
Italia (Pirovano 65) (PE);1.858.705;Viníferas;2023;
Maccabeo;-;Viníferas;2023;
Malvasia;-;Viníferas;2023;
Malvasia Amarela;3.980;Viníferas;2023;
Malvasia Bianca;1.165.104;Viníferas;2023;
Malvasia Chianti;-;Viníferas;2023;
Malvasia Verde;3.578;Viníferas;2023;
Malvasia di Candia;1.544.223;Viníferas;2023;
Malvasia Istriana;950;Viníferas;2023;
Mistura de uvas viníferas branco;12.278;Viníferas;2023;
Mistura de uvas viníferas rosado;325.922;Viníferas;2023;
Moscato Branco;12.100.995;Viníferas;2023;
Moscato Canelli;109.714;Viníferas;2023;
Moscato Giallo;6.365.205;Viníferas;2023;
Moscato Nazareno;77.912;Viníferas;2023;
Moscato Bianco R2;2.920.047;Viníferas;2023;
Moscato de Alexandria;431.897;Viníferas;2023;
Moscato Rosado;15.030;Viníferas;2023;
Muscat à Petits Grains;895.346;Viníferas;2023;
Muller Thurgau;-;Viníferas;2023;
Muscadelle;-;Viníferas;2023;
Ora;-;Viníferas;2023;
Palomino;-;Viníferas;2023;
Petit Manseng;570;Viníferas;2023;
Peverella;70.925;Viníferas;2023;
Pinot Blanc;-;Viníferas;2023;
Pinot Gris;79.922;Viníferas;2023;
Prosecco;184.218;Viníferas;2023;
Red Veltliner;-;Viníferas;2023;
Riesling Italico;20.399.648;Viníferas;2023;
Riesling Renano;13.385.970;Viníferas;2023;
Sauvignon Blanc(2);728.633;Viníferas;2023;
Sauvignon Gris;-;Viníferas;2023;
Seara Nova;-;Viníferas;2023;
Semillon;4.000;Viníferas;2023;
Schonburger;5.500;Viníferas;2023;
Sylvaner;-;Viníferas;2023;
Tocai Friulano;-;Viníferas;2023;
Trebbiano;67.720;Viníferas;2023;
Trebbiano Toscano;184.310;Viníferas;2023;
Verdea;-;Viníferas;2023;
Verdelho;15.503;Viníferas;2023;
Verdiso;-;Viníferas;2023;
Vermentino;-;Viníferas;2023;
Vernaccia;-;Viníferas;2023;
Viognier;78.305;Viníferas;2023;
Outras(3);-;Viníferas;2023;
Total;164.562.826;Viníferas;2023;
TINTAS;394.224.543;Americanas e híbridas;2023;
Bacarina;-;Americanas e híbridas;2023;
Bailey;4.092.669;Americanas e híbridas;2023;
Bordo;117.655.879;Americanas e híbridas;2023;
Bourdin (S);-;Americanas e híbridas;2023;
BRS Carmen;13.771.662;Americanas e híbridas;2023;
BRS Cora;6.442.555;Americanas e híbridas;2023;
BRS Magna;2.094.359;Americanas e híbridas;2023;
BRS Margot;86.932;Americanas e híbridas;2023;
BRS Morena;-;Americanas e híbridas;2023;
BRS Rúbea;191.970;Americanas e híbridas;2023;
BRS Violeta;15.601.302;Americanas e híbridas;2023;
BRS Vitória;125.731;Americanas e híbridas;2023;
Champagnon (Champanheta);-;Americanas e híbridas;2023;
Coleções;-;Americanas e híbridas;2023;
Concord;367.793;Americanas e híbridas;2023;
Concord clone 30;621.693;Americanas e híbridas;2023;
Couderc;54.081.578;Americanas e híbridas;2023;
Cynthiana(1);7.346.675;Americanas e híbridas;2023;
Herbemont;14.846.723;Americanas e híbridas;2023;
IAC 138022;-;Americanas e híbridas;2023;
Isabel;125.664.882;Americanas e híbridas;2023;
Isabel Precoce;12.814.595;Americanas e híbridas;2023;
Jacquez;17.862.770;Americanas e híbridas;2023;
Kyoko;-;Americanas e híbridas;2023;
Landot;-;Americanas e híbridas;2023;
Mistura de uvas americanas tinto;8.617;Americanas e híbridas;2023;
Oberlin;-;Americanas e híbridas;2023;
Othello;-;Americanas e híbridas;2023;
Paco;-;Americanas e híbridas;2023;
Patricia;-;Americanas e híbridas;2023;
Seibel;351.956;Americanas e híbridas;2023;
Seibel 2 (seibeleto);26.032;Americanas e híbridas;2023;
Seyve Willard (Tinta);67.600;Americanas e híbridas;2023;
Vênus;100.570;Americanas e híbridas;2023;
BRANCAS E ROSADAS;175.576.873;Americanas e híbridas;2023;
Baco;-;Americanas e híbridas;2023;
Bokay;12.830;Americanas e híbridas;2023;
BRS Clara;-;Americanas e híbridas;2023;
BRS Lorena;23.133.629;Americanas e híbridas;2023;
Couderc 13;33.620.117;Americanas e híbridas;2023;
Delaware;-;Americanas e híbridas;2023;
Dona Zillá;10.610;Americanas e híbridas;2023;
Dut Chess;-;Americanas e híbridas;2023;
Goethe;104.596.918;Americanas e híbridas;2023;
IAC;-;Americanas e híbridas;2023;
Juliana;-;Americanas e híbridas;2023;
Martha;113.040;Americanas e híbridas;2023;
Mistura de uvas americanas;1.856;Americanas e híbridas;2023;
Moscato Embrapa;5.747.131;Americanas e híbridas;2023;
Niagara;-;Americanas e híbridas;2023;
Niagara Branca;5.574.368;Americanas e híbridas;2023;
Niagara Rosada;2.170.241;Americanas e híbridas;2023;
Poloske;402.953;Americanas e híbridas;2023;
Seleções;-;Americanas e híbridas;2023;
Seyve Villard;-;Americanas e híbridas;2023;
Seyve Villard 5276;97.368;Americanas e híbridas;2023;
Seyve Villard 12375;61.942;Americanas e híbridas;2023;
Tardia de Caxias;33.870;Americanas e híbridas;2023;
Outras(2);-;Americanas e híbridas;2023;
Total;569.801.416;Americanas e híbridas;2023;
TINTAS;21.732;Uvas de mesa;2023;
Alphonse Lavallee;-;Uvas de mesa;2023;
Moscato de Hamburgo;21.732;Uvas de mesa;2023;
BRANCAS;52.760;Uvas de mesa;2023;
Cardinal;-;Uvas de mesa;2023;
Golden Queen;-;Uvas de mesa;2023;
Patrícia;-;Uvas de mesa;2023;
Perlona;1.710;Uvas de mesa;2023;
Italia;-;Uvas de mesa;2023;
Rubi (Itália, Itália Ro);51.050;Uvas de mesa;2023;
Total;74.492;Uvas de mesa;2023;
;-;Sem classificação;2023;Sem classificação
;0;Sem classificação;2023;Total
