paises;quantidade_kg;valor;categorias;ano
Eslováquia;-;-;Vinhos de mesa;2011
Espanha;6.487.047;17.187.749;Vinhos de mesa;2011
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2011
França;4.911.903;25.955.232;Vinhos de mesa;2011
Geórgia;12.506;26.983;Vinhos de mesa;2011
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2011
Grécia;45.440;148.515;Vinhos de mesa;2011
Hong Kong;-;-;Vinhos de mesa;2011
Hungria;29.260;160.168;Vinhos de mesa;2011
Indonesia;-;-;Vinhos de mesa;2011
Irlanda;-;-;Vinhos de mesa;2011
Israel;19.589;82.489;Vinhos de mesa;2011
Itália;9.622.119;33.330.465;Vinhos de mesa;2011
Japão;-;-;Vinhos de mesa;2011
Iugoslavia;-;-;Vinhos de mesa;2011
Líbano;30.149;182.548;Vinhos de mesa;2011
Luxemburgo;-;-;Vinhos de mesa;2011
Macedônia;-;-;Vinhos de mesa;2011
Marrocos;13.932;46.497;Vinhos de mesa;2011
México;-;-;Vinhos de mesa;2011
Moldávia;38.336;70.282;Vinhos de mesa;2011
Montenegro;-;-;Vinhos de mesa;2011
Noruega;-;-;Vinhos de mesa;2011
Nova Zelândia;52.265;403.597;Vinhos de mesa;2011
Paises Baixos (Holanda);-;-;Vinhos de mesa;2011
Panamá;-;-;Vinhos de mesa;2011
Peru;17.861;84.084;Vinhos de mesa;2011
Porto Rico;-;-;Vinhos de mesa;2011
Portugal;24.108.787;64.795.326;Vinhos de mesa;2011
Reino Unido;1.655;19.595;Vinhos de mesa;2011
Republica Dominicana;-;-;Vinhos de mesa;2011
Romênia;47.715;99.616;Vinhos de mesa;2011
Rússia;-;-;Vinhos de mesa;2011
San Marino;-;-;Vinhos de mesa;2011
Sérvia;-;-;Vinhos de mesa;2011
Síria;1.094;5.187;Vinhos de mesa;2011
Suíça;-;-;Vinhos de mesa;2011
Tcheca, República;4.950;12.044;Vinhos de mesa;2011
Tunísia;-;-;Vinhos de mesa;2011
Turquia;22.087;38.817;Vinhos de mesa;2011
Ucrânia;-;-;Vinhos de mesa;2011
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2011
Não consta na tabela;-;-;Vinhos de mesa;2011
Não declarados;-;-;Vinhos de mesa;2011
Outros;-;-;Vinhos de mesa;2011
Total;147.600.655;431.979.112;Vinhos de mesa;2011
Africa do Sul;9.882;64.582;Espumantes;2011
Alemanha;12.447;26.877;Espumantes;2011
Argentina;1.333.420;4.123.623;Espumantes;2011
Austrália;-;-;Espumantes;2011
Austria;-;-;Espumantes;2011
Bermudas;5;67;Espumantes;2011
Bahamas;-;-;Espumantes;2011
Bélgica;-;-;Espumantes;2011
Brasil;-;-;Espumantes;2011
Bulgaria;976;1.535;Espumantes;2011
Canada;54;1.017;Espumantes;2011
Chile;342.625;959.421;Espumantes;2011
Croácia;-;-;Espumantes;2011
Cuba;-;-;Espumantes;2011
Emirados Arabes Unidos;-;-;Espumantes;2011
Eslovênia;803;2.982;Espumantes;2011
Espanha;2.236.061;5.668.798;Espumantes;2011
Estados Unidos;181;2.053;Espumantes;2011
França;1.268.840;13.164.535;Espumantes;2011
Geórgia;915;2.325;Espumantes;2011
Grecia;92;366;Espumantes;2011
Hong Kong;-;-;Espumantes;2011
Hungria;2.090;3.828;Espumantes;2011
Indonesia;-;-;Espumantes;2011
Irlanda;-;-;Espumantes;2011
Israel;-;-;Espumantes;2011
Itália;1.169.909;3.356.633;Espumantes;2011
Luxemburgo;-;-;Espumantes;2011
Mexico;-;-;Espumantes;2011
Moldávia;2.892;3.713;Espumantes;2011
Nova Zelândia;270;3.114;Espumantes;2011
Paises Baixos;-;-;Espumantes;2011
Panama;-;-;Espumantes;2011
Peru;-;-;Espumantes;2011
Portugal;103.443;391.952;Espumantes;2011
Reino Unido;-;-;Espumantes;2011
Romenia;1.914;5.007;Espumantes;2011
Suíça;-;-;Espumantes;2011
Tunisia;-;-;Espumantes;2011
Ucrânia;1.330;1.616;Espumantes;2011
Uruguai;1.206;5.579;Espumantes;2011
Não consta na tabela;-;-;Espumantes;2011
Não declarados;-;-;Espumantes;2011
Outros;-;-;Espumantes;2011
Total;6.489.355;27.789.623;Espumantes;2011
Argélia;-;-;Uvas frescas;2011
Argentina;771.187;1.053.519;Uvas frescas;2011
Brasil;-;-;Uvas frescas;2011
Chile;6.536.258;9.640.996;Uvas frescas;2011
Colômbia;-;-;Uvas frescas;2011
Egito;27.760;53.709;Uvas frescas;2011
Espanha;-;-;Uvas frescas;2011
Estados Unidos;-;-;Uvas frescas;2011
Grécia;-;-;Uvas frescas;2011
Itália;-;-;Uvas frescas;2011
México;414.622;902.301;Uvas frescas;2011
Peru;-;-;Uvas frescas;2011
Paraguai;-;-;Uvas frescas;2011
Portugal;-;-;Uvas frescas;2011
Panamá;-;-;Uvas frescas;2011
Reino Unido;-;-;Uvas frescas;2011
Uruguai;-;-;Uvas frescas;2011
Venezuela;-;-;Uvas frescas;2011
Não consta na tabela;-;-;Uvas frescas;2011
Outros;-;-;Uvas frescas;2011
Total;7.749.827;11.650.525;Uvas frescas;2011
Afeganistão;-;-;Uvas passas;2011
África do Sul;657.826;1.266.633;Uvas passas;2011
Alemanha, República Democrática;-;-;Uvas passas;2011
Arábia Saudita;-;-;Uvas passas;2011
Argentina;20.829.418;35.659.325;Uvas passas;2011
Austrália;-;-;Uvas passas;2011
Bélgica;-;-;Uvas passas;2011
Chile;3.584.100;5.524.707;Uvas passas;2011
China;-;-;Uvas passas;2011
China Continental;-;-;Uvas passas;2011
Cingapura;-;-;Uvas passas;2011
Costa Rica;49.000;95.550;Uvas passas;2011
Emirados;-;-;Uvas passas;2011
Espanha;-;-;Uvas passas;2011
Estados Unidos;115.517;380.380;Uvas passas;2011
França;-;-;Uvas passas;2011
Grécia;-;-;Uvas passas;2011
Guiana Britânica;-;-;Uvas passas;2011
Índia;2.767.840;2.568.914;Uvas passas;2011
Irã;403.000;948.438;Uvas passas;2011
Itália;-;-;Uvas passas;2011
Japão;-;-;Uvas passas;2011
México;-;-;Uvas passas;2011
Países Baixos;-;-;Uvas passas;2011
Paraguai;-;-;Uvas passas;2011
Peru;-;-;Uvas passas;2011
Portugal;-;-;Uvas passas;2011
Reino Unido;-;-;Uvas passas;2011
Suécia;-;-;Uvas passas;2011
Turquia;1.477.000;2.602.207;Uvas passas;2011
Uruguai;-;-;Uvas passas;2011
Uzbequistão;132.000;165.492;Uvas passas;2011
Venezuela;-;-;Uvas passas;2011
Não consta na tabela;-;-;Uvas passas;2011
Outros;-;-;Uvas passas;2011
Total;30.015.701;49.211.646;Uvas passas;2011
Africa do Sul;-;-;Suco de uva;2011
Alemanha;-;-;Suco de uva;2011
Argentina;-;-;Suco de uva;2011
Austria;-;-;Suco de uva;2011
Canadá;-;-;Suco de uva;2011
Coreia do Sul, República;-;-;Suco de uva;2011
Coreia do Norte, República;-;-;Suco de uva;2011
Chile;-;-;Suco de uva;2011
China;-;-;Suco de uva;2011
Dinamarca;-;-;Suco de uva;2011
Espanha;-;-;Suco de uva;2011
Estados Unidos;29.414;16.781;Suco de uva;2011
França;-;-;Suco de uva;2011
Guiana;-;-;Suco de uva;2011
Israel;-;-;Suco de uva;2011
itália;-;-;Suco de uva;2011
Japão;-;-;Suco de uva;2011
Líbano;-;-;Suco de uva;2011
México;-;-;Suco de uva;2011
Países Baixos;-;-;Suco de uva;2011
Panamá;-;-;Suco de uva;2011
Peru;-;-;Suco de uva;2011
Portugal;-;-;Suco de uva;2011
Reino Unido;-;-;Suco de uva;2011
Taiwan;-;-;Suco de uva;2011
Turquia;-;-;Suco de uva;2011
Uruguai;-;-;Suco de uva;2011
Venezuela;-;-;Suco de uva;2011
Outros;-;-;Suco de uva;2011
Total;29.414;16.781;Suco de uva;2011
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2012
Alemanha;92.600;438.595;Vinhos de mesa;2012
Argélia;-;-;Vinhos de mesa;2012
Arábia Saudita;-;-;Vinhos de mesa;2012
Argentina;27.980.574;87.519.642;Vinhos de mesa;2012
Armênia;2.385;13.668;Vinhos de mesa;2012
Austrália;579.279;1.590.059;Vinhos de mesa;2012
Áustria;7.403;53.974;Vinhos de mesa;2012
Bermudas;1;4;Vinhos de mesa;2012
Bélgica;-;-;Vinhos de mesa;2012
Bolívia;-;-;Vinhos de mesa;2012
Bósnia-Herzegovina;-;-;Vinhos de mesa;2012
Brasil;1;5;Vinhos de mesa;2012
Bulgária;29.929;43.221;Vinhos de mesa;2012
Canada;884;11.607;Vinhos de mesa;2012
Chile;68.881.232;184.335.335;Vinhos de mesa;2012
China;-;-;Vinhos de mesa;2012
Coreia do Sul, República;-;-;Vinhos de mesa;2012
Croácia;887;35.563;Vinhos de mesa;2012
Emirados Árabes Unidos;-;-;Vinhos de mesa;2012
Eslovênia;31.509;127.726;Vinhos de mesa;2012
Eslováquia;-;-;Vinhos de mesa;2012
Espanha;6.487.047;17.187.749;Vinhos de mesa;2012
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2012
França;4.911.903;25.955.232;Vinhos de mesa;2012
Geórgia;12.506;26.983;Vinhos de mesa;2012
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2012
Grécia;45.440;148.515;Vinhos de mesa;2012
Hong Kong;-;-;Vinhos de mesa;2012
Hungria;29.260;160.168;Vinhos de mesa;2012
Indonesia;-;-;Vinhos de mesa;2012
Irlanda;-;-;Vinhos de mesa;2012
Israel;19.589;82.489;Vinhos de mesa;2012
Itália;9.622.119;33.330.465;Vinhos de mesa;2012
Japão;-;-;Vinhos de mesa;2012
Iugoslavia;-;-;Vinhos de mesa;2012
Líbano;30.149;182.548;Vinhos de mesa;2012
Luxemburgo;-;-;Vinhos de mesa;2012
Macedônia;-;-;Vinhos de mesa;2012
Marrocos;13.932;46.497;Vinhos de mesa;2012
México;-;-;Vinhos de mesa;2012
Moldávia;38.336;70.282;Vinhos de mesa;2012
Montenegro;-;-;Vinhos de mesa;2012
Noruega;-;-;Vinhos de mesa;2012
Nova Zelândia;52.265;403.597;Vinhos de mesa;2012
Paises Baixos (Holanda);-;-;Vinhos de mesa;2012
Panamá;-;-;Vinhos de mesa;2012
Peru;17.861;84.084;Vinhos de mesa;2012
Porto Rico;-;-;Vinhos de mesa;2012
Portugal;24.108.787;64.795.326;Vinhos de mesa;2012
Reino Unido;1.655;19.595;Vinhos de mesa;2012
Republica Dominicana;-;-;Vinhos de mesa;2012
Romênia;47.715;99.616;Vinhos de mesa;2012
Rússia;-;-;Vinhos de mesa;2012
San Marino;-;-;Vinhos de mesa;2012
Sérvia;-;-;Vinhos de mesa;2012
Síria;1.094;5.187;Vinhos de mesa;2012
Suíça;-;-;Vinhos de mesa;2012
Tcheca, República;4.950;12.044;Vinhos de mesa;2012
Tunísia;-;-;Vinhos de mesa;2012
Turquia;22.087;38.817;Vinhos de mesa;2012
Ucrânia;-;-;Vinhos de mesa;2012
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2012
Não consta na tabela;-;-;Vinhos de mesa;2012
Não declarados;-;-;Vinhos de mesa;2012
Outros;-;-;Vinhos de mesa;2012
Total;147.600.655;431.979.112;Vinhos de mesa;2012
Africa do Sul;9.882;64.582;Espumantes;2012
Alemanha;12.447;26.877;Espumantes;2012
Argentina;1.333.420;4.123.623;Espumantes;2012
Austrália;-;-;Espumantes;2012
Austria;-;-;Espumantes;2012
Bermudas;5;67;Espumantes;2012
Bahamas;-;-;Espumantes;2012
Bélgica;-;-;Espumantes;2012
Brasil;-;-;Espumantes;2012
Bulgaria;976;1.535;Espumantes;2012
Canada;54;1.017;Espumantes;2012
Chile;342.625;959.421;Espumantes;2012
Croácia;-;-;Espumantes;2012
Cuba;-;-;Espumantes;2012
Emirados Arabes Unidos;-;-;Espumantes;2012
Eslovênia;803;2.982;Espumantes;2012
Espanha;2.236.061;5.668.798;Espumantes;2012
Estados Unidos;181;2.053;Espumantes;2012
França;1.268.840;13.164.535;Espumantes;2012
Geórgia;915;2.325;Espumantes;2012
Grecia;92;366;Espumantes;2012
Hong Kong;-;-;Espumantes;2012
Hungria;2.090;3.828;Espumantes;2012
Indonesia;-;-;Espumantes;2012
Irlanda;-;-;Espumantes;2012
Israel;-;-;Espumantes;2012
Itália;1.169.909;3.356.633;Espumantes;2012
Luxemburgo;-;-;Espumantes;2012
Mexico;-;-;Espumantes;2012
Moldávia;2.892;3.713;Espumantes;2012
Nova Zelândia;270;3.114;Espumantes;2012
Paises Baixos;-;-;Espumantes;2012
Panama;-;-;Espumantes;2012
Peru;-;-;Espumantes;2012
Portugal;103.443;391.952;Espumantes;2012
Reino Unido;-;-;Espumantes;2012
Romenia;1.914;5.007;Espumantes;2012
Suíça;-;-;Espumantes;2012
Tunisia;-;-;Espumantes;2012
Ucrânia;1.330;1.616;Espumantes;2012
Uruguai;1.206;5.579;Espumantes;2012
Não consta na tabela;-;-;Espumantes;2012
Não declarados;-;-;Espumantes;2012
Outros;-;-;Espumantes;2012
Total;6.489.355;27.789.623;Espumantes;2012
Argélia;-;-;Uvas frescas;2012
Argentina;771.187;1.053.519;Uvas frescas;2012
Brasil;-;-;Uvas frescas;2012
Chile;6.536.258;9.640.996;Uvas frescas;2012
Colômbia;-;-;Uvas frescas;2012
Egito;27.760;53.709;Uvas frescas;2012
Espanha;-;-;Uvas frescas;2012
Estados Unidos;-;-;Uvas frescas;2012
Grécia;-;-;Uvas frescas;2012
Itália;-;-;Uvas frescas;2012
México;414.622;902.301;Uvas frescas;2012
Peru;-;-;Uvas frescas;2012
Paraguai;-;-;Uvas frescas;2012
Portugal;-;-;Uvas frescas;2012
Panamá;-;-;Uvas frescas;2012
Reino Unido;-;-;Uvas frescas;2012
Uruguai;-;-;Uvas frescas;2012
Venezuela;-;-;Uvas frescas;2012
Não consta na tabela;-;-;Uvas frescas;2012
Outros;-;-;Uvas frescas;2012
Total;7.749.827;11.650.525;Uvas frescas;2012
Afeganistão;-;-;Uvas passas;2012
África do Sul;657.826;1.266.633;Uvas passas;2012
Alemanha, República Democrática;-;-;Uvas passas;2012
Arábia Saudita;-;-;Uvas passas;2012
Argentina;20.829.418;35.659.325;Uvas passas;2012
Austrália;-;-;Uvas passas;2012
Bélgica;-;-;Uvas passas;2012
Chile;3.584.100;5.524.707;Uvas passas;2012
China;-;-;Uvas passas;2012
China Continental;-;-;Uvas passas;2012
Cingapura;-;-;Uvas passas;2012
Costa Rica;49.000;95.550;Uvas passas;2012
Emirados;-;-;Uvas passas;2012
Espanha;-;-;Uvas passas;2012
Estados Unidos;115.517;380.380;Uvas passas;2012
França;-;-;Uvas passas;2012
Grécia;-;-;Uvas passas;2012
Guiana Britânica;-;-;Uvas passas;2012
Índia;2.767.840;2.568.914;Uvas passas;2012
Irã;403.000;948.438;Uvas passas;2012
Itália;-;-;Uvas passas;2012
Japão;-;-;Uvas passas;2012
México;-;-;Uvas passas;2012
Países Baixos;-;-;Uvas passas;2012
Paraguai;-;-;Uvas passas;2012
Peru;-;-;Uvas passas;2012
Portugal;-;-;Uvas passas;2012
Reino Unido;-;-;Uvas passas;2012
Suécia;-;-;Uvas passas;2012
Turquia;1.477.000;2.602.207;Uvas passas;2012
Uruguai;-;-;Uvas passas;2012
Uzbequistão;132.000;165.492;Uvas passas;2012
Venezuela;-;-;Uvas passas;2012
Não consta na tabela;-;-;Uvas passas;2012
Outros;-;-;Uvas passas;2012
Total;30.015.701;49.211.646;Uvas passas;2012
Africa do Sul;-;-;Suco de uva;2012
Alemanha;-;-;Suco de uva;2012
Argentina;-;-;Suco de uva;2012
Austria;-;-;Suco de uva;2012
Canadá;-;-;Suco de uva;2012
Coreia do Sul, República;-;-;Suco de uva;2012
Coreia do Norte, República;-;-;Suco de uva;2012
Chile;-;-;Suco de uva;2012
China;-;-;Suco de uva;2012
Dinamarca;-;-;Suco de uva;2012
Espanha;-;-;Suco de uva;2012
Estados Unidos;29.414;16.781;Suco de uva;2012
França;-;-;Suco de uva;2012
Guiana;-;-;Suco de uva;2012
Israel;-;-;Suco de uva;2012
itália;-;-;Suco de uva;2012
Japão;-;-;Suco de uva;2012
Líbano;-;-;Suco de uva;2012
México;-;-;Suco de uva;2012
Países Baixos;-;-;Suco de uva;2012
Panamá;-;-;Suco de uva;2012
Peru;-;-;Suco de uva;2012
Portugal;-;-;Suco de uva;2012
Reino Unido;-;-;Suco de uva;2012
Taiwan;-;-;Suco de uva;2012
Turquia;-;-;Suco de uva;2012
Uruguai;-;-;Suco de uva;2012
Venezuela;-;-;Suco de uva;2012
Outros;-;-;Suco de uva;2012
Total;29.414;16.781;Suco de uva;2012
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2013
Alemanha;92.600;438.595;Vinhos de mesa;2013
Argélia;-;-;Vinhos de mesa;2013
Arábia Saudita;-;-;Vinhos de mesa;2013
Argentina;27.980.574;87.519.642;Vinhos de mesa;2013
Armênia;2.385;13.668;Vinhos de mesa;2013
Austrália;579.279;1.590.059;Vinhos de mesa;2013
Áustria;7.403;53.974;Vinhos de mesa;2013
Bermudas;1;4;Vinhos de mesa;2013
Bélgica;-;-;Vinhos de mesa;2013
Bolívia;-;-;Vinhos de mesa;2013
Bósnia-Herzegovina;-;-;Vinhos de mesa;2013
Brasil;1;5;Vinhos de mesa;2013
Bulgária;29.929;43.221;Vinhos de mesa;2013
Canada;884;11.607;Vinhos de mesa;2013
Chile;68.881.232;184.335.335;Vinhos de mesa;2013
China;-;-;Vinhos de mesa;2013
Coreia do Sul, República;-;-;Vinhos de mesa;2013
Croácia;887;35.563;Vinhos de mesa;2013
Emirados Árabes Unidos;-;-;Vinhos de mesa;2013
Eslovênia;31.509;127.726;Vinhos de mesa;2013
Eslováquia;-;-;Vinhos de mesa;2013
Espanha;6.487.047;17.187.749;Vinhos de mesa;2013
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2013
França;4.911.903;25.955.232;Vinhos de mesa;2013
Geórgia;12.506;26.983;Vinhos de mesa;2013
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2013
Grécia;45.440;148.515;Vinhos de mesa;2013
Hong Kong;-;-;Vinhos de mesa;2013
Hungria;29.260;160.168;Vinhos de mesa;2013
Indonesia;-;-;Vinhos de mesa;2013
Irlanda;-;-;Vinhos de mesa;2013
Israel;19.589;82.489;Vinhos de mesa;2013
Itália;9.622.119;33.330.465;Vinhos de mesa;2013
Japão;-;-;Vinhos de mesa;2013
Iugoslavia;-;-;Vinhos de mesa;2013
Líbano;30.149;182.548;Vinhos de mesa;2013
Luxemburgo;-;-;Vinhos de mesa;2013
Macedônia;-;-;Vinhos de mesa;2013
Marrocos;13.932;46.497;Vinhos de mesa;2013
México;-;-;Vinhos de mesa;2013
Moldávia;38.336;70.282;Vinhos de mesa;2013
Montenegro;-;-;Vinhos de mesa;2013
Noruega;-;-;Vinhos de mesa;2013
Nova Zelândia;52.265;403.597;Vinhos de mesa;2013
Paises Baixos (Holanda);-;-;Vinhos de mesa;2013
Panamá;-;-;Vinhos de mesa;2013
Peru;17.861;84.084;Vinhos de mesa;2013
Porto Rico;-;-;Vinhos de mesa;2013
Portugal;24.108.787;64.795.326;Vinhos de mesa;2013
Reino Unido;1.655;19.595;Vinhos de mesa;2013
Republica Dominicana;-;-;Vinhos de mesa;2013
Romênia;47.715;99.616;Vinhos de mesa;2013
Rússia;-;-;Vinhos de mesa;2013
San Marino;-;-;Vinhos de mesa;2013
Sérvia;-;-;Vinhos de mesa;2013
Síria;1.094;5.187;Vinhos de mesa;2013
Suíça;-;-;Vinhos de mesa;2013
Tcheca, República;4.950;12.044;Vinhos de mesa;2013
Tunísia;-;-;Vinhos de mesa;2013
Turquia;22.087;38.817;Vinhos de mesa;2013
Ucrânia;-;-;Vinhos de mesa;2013
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2013
Não consta na tabela;-;-;Vinhos de mesa;2013
Não declarados;-;-;Vinhos de mesa;2013
Outros;-;-;Vinhos de mesa;2013
Total;147.600.655;431.979.112;Vinhos de mesa;2013
Africa do Sul;9.882;64.582;Espumantes;2013
Alemanha;12.447;26.877;Espumantes;2013
Argentina;1.333.420;4.123.623;Espumantes;2013
Austrália;-;-;Espumantes;2013
Austria;-;-;Espumantes;2013
Bermudas;5;67;Espumantes;2013
Bahamas;-;-;Espumantes;2013
Bélgica;-;-;Espumantes;2013
Brasil;-;-;Espumantes;2013
Bulgaria;976;1.535;Espumantes;2013
Canada;54;1.017;Espumantes;2013
Chile;342.625;959.421;Espumantes;2013
Croácia;-;-;Espumantes;2013
Cuba;-;-;Espumantes;2013
Emirados Arabes Unidos;-;-;Espumantes;2013
Eslovênia;803;2.982;Espumantes;2013
Espanha;2.236.061;5.668.798;Espumantes;2013
Estados Unidos;181;2.053;Espumantes;2013
França;1.268.840;13.164.535;Espumantes;2013
Geórgia;915;2.325;Espumantes;2013
Grecia;92;366;Espumantes;2013
Hong Kong;-;-;Espumantes;2013
Hungria;2.090;3.828;Espumantes;2013
Indonesia;-;-;Espumantes;2013
Irlanda;-;-;Espumantes;2013
Israel;-;-;Espumantes;2013
Itália;1.169.909;3.356.633;Espumantes;2013
Luxemburgo;-;-;Espumantes;2013
Mexico;-;-;Espumantes;2013
Moldávia;2.892;3.713;Espumantes;2013
Nova Zelândia;270;3.114;Espumantes;2013
Paises Baixos;-;-;Espumantes;2013
Panama;-;-;Espumantes;2013
Peru;-;-;Espumantes;2013
Portugal;103.443;391.952;Espumantes;2013
Reino Unido;-;-;Espumantes;2013
Romenia;1.914;5.007;Espumantes;2013
Suíça;-;-;Espumantes;2013
Tunisia;-;-;Espumantes;2013
Ucrânia;1.330;1.616;Espumantes;2013
Uruguai;1.206;5.579;Espumantes;2013
Não consta na tabela;-;-;Espumantes;2013
Não declarados;-;-;Espumantes;2013
Outros;-;-;Espumantes;2013
Total;6.489.355;27.789.623;Espumantes;2013
Argélia;-;-;Uvas frescas;2013
Argentina;771.187;1.053.519;Uvas frescas;2013
Brasil;-;-;Uvas frescas;2013
Chile;6.536.258;9.640.996;Uvas frescas;2013
Colômbia;-;-;Uvas frescas;2013
Egito;27.760;53.709;Uvas frescas;2013
Espanha;-;-;Uvas frescas;2013
Estados Unidos;-;-;Uvas frescas;2013
Grécia;-;-;Uvas frescas;2013
Itália;-;-;Uvas frescas;2013
México;414.622;902.301;Uvas frescas;2013
Peru;-;-;Uvas frescas;2013
Paraguai;-;-;Uvas frescas;2013
Portugal;-;-;Uvas frescas;2013
Panamá;-;-;Uvas frescas;2013
Reino Unido;-;-;Uvas frescas;2013
Uruguai;-;-;Uvas frescas;2013
Venezuela;-;-;Uvas frescas;2013
Não consta na tabela;-;-;Uvas frescas;2013
Outros;-;-;Uvas frescas;2013
Total;7.749.827;11.650.525;Uvas frescas;2013
Afeganistão;-;-;Uvas passas;2013
África do Sul;657.826;1.266.633;Uvas passas;2013
Alemanha, República Democrática;-;-;Uvas passas;2013
Arábia Saudita;-;-;Uvas passas;2013
Argentina;20.829.418;35.659.325;Uvas passas;2013
Austrália;-;-;Uvas passas;2013
Bélgica;-;-;Uvas passas;2013
Chile;3.584.100;5.524.707;Uvas passas;2013
China;-;-;Uvas passas;2013
China Continental;-;-;Uvas passas;2013
Cingapura;-;-;Uvas passas;2013
Costa Rica;49.000;95.550;Uvas passas;2013
Emirados;-;-;Uvas passas;2013
Espanha;-;-;Uvas passas;2013
Estados Unidos;115.517;380.380;Uvas passas;2013
França;-;-;Uvas passas;2013
Grécia;-;-;Uvas passas;2013
Guiana Britânica;-;-;Uvas passas;2013
Índia;2.767.840;2.568.914;Uvas passas;2013
Irã;403.000;948.438;Uvas passas;2013
Itália;-;-;Uvas passas;2013
Japão;-;-;Uvas passas;2013
México;-;-;Uvas passas;2013
Países Baixos;-;-;Uvas passas;2013
Paraguai;-;-;Uvas passas;2013
Peru;-;-;Uvas passas;2013
Portugal;-;-;Uvas passas;2013
Reino Unido;-;-;Uvas passas;2013
Suécia;-;-;Uvas passas;2013
Turquia;1.477.000;2.602.207;Uvas passas;2013
Uruguai;-;-;Uvas passas;2013
Uzbequistão;132.000;165.492;Uvas passas;2013
Venezuela;-;-;Uvas passas;2013
Não consta na tabela;-;-;Uvas passas;2013
Outros;-;-;Uvas passas;2013
Total;30.015.701;49.211.646;Uvas passas;2013
Africa do Sul;-;-;Suco de uva;2013
Alemanha;-;-;Suco de uva;2013
Argentina;-;-;Suco de uva;2013
Austria;-;-;Suco de uva;2013
Canadá;-;-;Suco de uva;2013
Coreia do Sul, República;-;-;Suco de uva;2013
Coreia do Norte, República;-;-;Suco de uva;2013
Chile;-;-;Suco de uva;2013
China;-;-;Suco de uva;2013
Dinamarca;-;-;Suco de uva;2013
Espanha;-;-;Suco de uva;2013
Estados Unidos;29.414;16.781;Suco de uva;2013
França;-;-;Suco de uva;2013
Guiana;-;-;Suco de uva;2013
Israel;-;-;Suco de uva;2013
itália;-;-;Suco de uva;2013
Japão;-;-;Suco de uva;2013
Líbano;-;-;Suco de uva;2013
México;-;-;Suco de uva;2013
Países Baixos;-;-;Suco de uva;2013
Panamá;-;-;Suco de uva;2013
Peru;-;-;Suco de uva;2013
Portugal;-;-;Suco de uva;2013
Reino Unido;-;-;Suco de uva;2013
Taiwan;-;-;Suco de uva;2013
Turquia;-;-;Suco de uva;2013
Uruguai;-;-;Suco de uva;2013
Venezuela;-;-;Suco de uva;2013
Outros;-;-;Suco de uva;2013
Total;29.414;16.781;Suco de uva;2013
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2014
Alemanha;92.600;438.595;Vinhos de mesa;2014
Argélia;-;-;Vinhos de mesa;2014
Arábia Saudita;-;-;Vinhos de mesa;2014
Argentina;27.980.574;87.519.642;Vinhos de mesa;2014
Armênia;2.385;13.668;Vinhos de mesa;2014
Austrália;579.279;1.590.059;Vinhos de mesa;2014
Áustria;7.403;53.974;Vinhos de mesa;2014
Bermudas;1;4;Vinhos de mesa;2014
Bélgica;-;-;Vinhos de mesa;2014
Bolívia;-;-;Vinhos de mesa;2014
Bósnia-Herzegovina;-;-;Vinhos de mesa;2014
Brasil;1;5;Vinhos de mesa;2014
Bulgária;29.929;43.221;Vinhos de mesa;2014
Canada;884;11.607;Vinhos de mesa;2014
Chile;68.881.232;184.335.335;Vinhos de mesa;2014
China;-;-;Vinhos de mesa;2014
Coreia do Sul, República;-;-;Vinhos de mesa;2014
Croácia;887;35.563;Vinhos de mesa;2014
Emirados Árabes Unidos;-;-;Vinhos de mesa;2014
Eslovênia;31.509;127.726;Vinhos de mesa;2014
Eslováquia;-;-;Vinhos de mesa;2014
Espanha;6.487.047;17.187.749;Vinhos de mesa;2014
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2014
França;4.911.903;25.955.232;Vinhos de mesa;2014
Geórgia;12.506;26.983;Vinhos de mesa;2014
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2014
Grécia;45.440;148.515;Vinhos de mesa;2014
Hong Kong;-;-;Vinhos de mesa;2014
Hungria;29.260;160.168;Vinhos de mesa;2014
Indonesia;-;-;Vinhos de mesa;2014
Irlanda;-;-;Vinhos de mesa;2014
Israel;19.589;82.489;Vinhos de mesa;2014
Itália;9.622.119;33.330.465;Vinhos de mesa;2014
Japão;-;-;Vinhos de mesa;2014
Iugoslavia;-;-;Vinhos de mesa;2014
Líbano;30.149;182.548;Vinhos de mesa;2014
Luxemburgo;-;-;Vinhos de mesa;2014
Macedônia;-;-;Vinhos de mesa;2014
Marrocos;13.932;46.497;Vinhos de mesa;2014
México;-;-;Vinhos de mesa;2014
Moldávia;38.336;70.282;Vinhos de mesa;2014
